bucket,source,blocker_class,events,targets
2026-05-28T07:00:00Z,critical-path launches,benchmark canary/exact-stack,2,benchmark-canary-fuzzer-gap; pa-exact-benchmark-canary-novelty-http-self-presence-ui-signals-seed-1250001-remote-cursor-overlay
2026-05-28T07:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T07:30:00Z,PR controller,consumed owner evidence,12,PR07C/HOLD-07C
2026-05-28T07:30:00Z,PR controller,persona/control block,2,PR07C/HOLD-07C
2026-05-28T07:30:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-http-self-presence-ui-signals-seed-1250001-remote-cursor-overlay
2026-05-28T07:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T08:00:00Z,PR controller,persona/control block,15,PR07C/HOLD-07C
2026-05-28T08:00:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-http-self-presence-ui-signals-seed-1250001-remote-cursor-overlay
2026-05-28T08:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T08:30:00Z,PR controller,persona/control block,14,PR07C/HOLD-07C
2026-05-28T08:30:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-http-self-presence-ui-signals-seed-1250001-remote-cursor-overlay
2026-05-28T08:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T09:00:00Z,PR controller,consumed owner evidence,5,PR07C/HOLD-07C
2026-05-28T09:00:00Z,PR controller,persona/control block,10,PR07C/HOLD-07C
2026-05-28T09:00:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-http-self-presence-ui-signals-seed-1250001-remote-cursor-overlay
2026-05-28T09:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T09:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T09:30:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-http-self-presence-ui-signals-seed-1250001-remote-cursor-overlay
2026-05-28T09:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T10:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T10:00:00Z,critical-path launches,benchmark canary/exact-stack,1,pa-exact-benchmark-canary-novelty-http-self-presence-ui-signals-seed-1250001-remote-cursor-overlay
2026-05-28T10:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T10:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T10:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T11:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T11:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T11:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T11:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T12:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T12:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T12:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T12:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T13:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T13:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T13:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T13:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T14:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T14:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T14:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T14:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T15:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T15:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T15:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T15:30:00Z,critical-path launches,critical-path launch,2,productive-analysis-action
2026-05-28T16:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T16:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T16:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T16:30:00Z,critical-path launches,critical-path launch,2,productive-analysis-action
2026-05-28T17:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T17:00:00Z,critical-path launches,critical-path launch,4,productive-analysis-action
2026-05-28T17:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T17:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T18:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T18:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T18:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T18:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T19:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T19:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T19:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T19:30:00Z,critical-path launches,critical-path launch,2,productive-analysis-action
2026-05-28T20:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T20:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T20:00:00Z,critical-path launches,deferred-family validation,1,reload-hydration-reproducer-reacquire
2026-05-28T20:00:00Z,critical-path launches,seed reducer/final-stack,1,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001-4992392c050a
2026-05-28T20:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T20:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T20:30:00Z,critical-path launches,seed reducer/final-stack,2,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001-4992392c050a
2026-05-28T21:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T21:00:00Z,critical-path launches,critical-path launch,2,productive-analysis-action
2026-05-28T21:00:00Z,critical-path launches,seed reducer/final-stack,2,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001-4992392c050a
2026-05-28T21:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T21:30:00Z,critical-path launches,critical-path launch,1,productive-analysis-action
2026-05-28T21:30:00Z,critical-path launches,seed reducer/final-stack,2,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001-4992392c050a
2026-05-28T22:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T22:00:00Z,critical-path launches,critical-path launch,4,productive-analysis-action
2026-05-28T22:00:00Z,critical-path launches,seed reducer/final-stack,1,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001-4992392c050a
2026-05-28T22:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T22:30:00Z,critical-path launches,critical-path launch,2,productive-analysis-action
2026-05-28T22:30:00Z,critical-path launches,seed reducer/final-stack,3,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001-4992392c050a; pa-exact-novelty-http-self-presence-ui-signals-seed-1250001
2026-05-28T23:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-28T23:00:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-http-large-post-lifecycle-seed-1140001
2026-05-28T23:00:00Z,critical-path launches,critical-path launch,4,productive-analysis-action
2026-05-28T23:00:00Z,critical-path launches,seed reducer/final-stack,2,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001-4992392c050a; pa-exact-novelty-http-self-presence-ui-signals-seed-1250001
2026-05-28T23:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-28T23:30:00Z,critical-path launches,benchmark canary/exact-stack,1,pa-exact-benchmark-canary-novelty-http-large-post-lifecycle-seed-1140001
2026-05-28T23:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-28T23:30:00Z,critical-path launches,seed reducer/final-stack,2,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001
2026-05-29T00:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-29T00:00:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-http-large-post-lifecycle-seed-1140001
2026-05-29T00:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T00:00:00Z,critical-path launches,seed reducer/final-stack,2,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001
2026-05-29T00:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-29T00:30:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-http-large-post-lifecycle-seed-1140001
2026-05-29T00:30:00Z,critical-path launches,critical-path launch,2,productive-analysis-action
2026-05-29T00:30:00Z,critical-path launches,seed reducer/final-stack,2,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001
2026-05-29T01:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-29T01:00:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-http-large-post-lifecycle-seed-1140001
2026-05-29T01:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T01:00:00Z,critical-path launches,seed reducer/final-stack,2,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001
2026-05-29T01:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-29T01:30:00Z,critical-path launches,benchmark canary/exact-stack,3,pa-exact-benchmark-canary-novelty-http-large-post-lifecycle-seed-1140001; pa-exact-benchmark-canary-novelty-ws-parser-serialization-seed-1010001
2026-05-29T01:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T01:30:00Z,critical-path launches,seed reducer/final-stack,1,pa-exact-novelty-http-self-presence-ui-signals-seed-1250001
2026-05-29T02:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-29T02:00:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-ws-parser-serialization-seed-1010001
2026-05-29T02:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T02:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-29T02:30:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-ws-parser-serialization-seed-1010001
2026-05-29T02:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T03:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-29T03:00:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-ws-parser-serialization-seed-1010001
2026-05-29T03:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T03:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-29T03:30:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-ws-parser-serialization-seed-1010001
2026-05-29T03:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T04:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-29T04:00:00Z,critical-path launches,benchmark canary/exact-stack,2,pa-exact-benchmark-canary-novelty-ws-parser-serialization-seed-1010001
2026-05-29T04:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T04:30:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-29T04:30:00Z,critical-path launches,benchmark canary/exact-stack,1,pa-exact-benchmark-canary-novelty-ws-parser-serialization-seed-1010001
2026-05-29T04:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T05:00:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-29T05:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T05:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-29T05:30:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T06:00:00Z,PR controller,consumed owner evidence,15,PR07C/HOLD-07C
2026-05-29T06:00:00Z,critical-path launches,critical-path launch,3,productive-analysis-action
2026-05-29T06:30:00Z,PR controller,consumed owner evidence,2,PR07C/HOLD-07C
2026-05-29T06:30:00Z,critical-path launches,critical-path launch,1,productive-analysis-action
